SF|LF|MetaMap CUI|CSI|Ratio in CSI|UMLS CUI|UMLS SOURCE|ADAM|Ratio in ADAM|Dictionary
T9|protease, serine, 3|C1418972|||C1418972|HUGO|||
T9|thoracic||||||1|1|
T9|thoracic (level) 9||1|1.000|||||
T10|ADP-Ribosyl Cyclase 1|C1413221;C2827388|||C2827388|MTH;NCI|||
T10|CD38||||C2827388|NCI|||
T10|CD38 Antigen|C0075742;C1413221;C2827388|||C2827388|NCI|||
T10|CD38 Antigen (p45) Gene||||C2827387|NCI|||
T10|CD38 Molecule wt Allele|C2827387|||C2827387|NCI|||
T10|CD38 wt Allele|C2827387|||C2827387|MTH;NCI|||
T10|Cyclic ADP-Ribose Hydrolase 1|C2827388|||C2827388|NCI|||
T10|EC3.2.2.5|C2827388|||C2827388|NCI|||
T10|T10|C1179694;C2827387;C2827388|||C1179694;C2827387;C2827388|FMA;NCI;UWDA|||
T10|T10 - Thoracic segmental innervation|C1179694|||C1179694|MTH|||
T10|cADPr Hydrolase 1|C2827388|||C2827388|NCI|||
T10|t10|C1179694;C2827387;C2827388|||C1179694|CHV|||
T10|tenth thoracic (T10) nerve||||C1179694|CHV|||
T10|tenth thoracic vertebra|C0459955|||C0459955|FMA;SNOMEDCT;UWDA|||
T10|thoracic (level) 10||1|1.000|||||
T11|CD2|C1367475;C2347546|||C1367475|HUGO;NCI;OMIM|||
T11|CD2 Antigen (p50), Sheep Red Blood Cell Receptor Gene||||C1367475|NCI|||
T11|CD2 Antigen (p50), Sheep Red Blood Cell Receptor wt Allele||||C1705087|NCI|||
T11|CD2 Gene|C1367475|||C1367475|NCI|||
T11|CD2 gene|C1367475|||C1367475|HUGO;MTH|||
T11|CD2 molecule|C0108773;C1367475|||C1367475|HUGO|||
T11|CD2 wt Allele|C1705087|||C1705087|MTH;NCI|||
T11|SHEEP ERYTHROCYTE RECEPTOR|C1367475|||C1367475|OMIM|||
T11|SRBC|C1367475;C1418917;C1705087|||C1367475;C1705087|NCI;OMIM|||
T11|T-LYMPHOCYTE SURFACE CD2 ANTIGEN|C1367475|||C1367475|OMIM|||
T11|T11|C1179695;C1367475;C1705087|||C1179695;C1367475;C1705087|FMA;NCI;OMIM;UWDA|||
T11|T11 innervation|C1179695|||C1179695|MTH|||
T11|eleventh thoracic (T11) nerve||||C1179695|CHV|||
T11|eleventh thoracic vertebra|C0459956|||C0459956|FMA;SNOMEDCT;UWDA|||
T11|thoracic (level) 11||1|1.000|||||
T12|12 months||||||1|1|
T12|CD 6 antigen|C0054967|||C0054967|MSH|||
T12|CD6||||C0054967|CSP;LNC|||
T12|CD6 - Cluster of differentiation antigen 6|C0054967|||C0054967|SNOMEDCT|||
T12|CD6 Antigen|C0054967;C1413232|||C0054967|NCI|||
T12|CD6 antigen|C0054967;C1413232|||C0054967|MSH;MTH|||
T12|Cluster of differentiation antigen 6|C0054967|||C0054967|SNOMEDCT|||
T12|Lymphocyte antigen CD6|C0054967|||C0054967|SNOMEDCT|||
T12|Lymphocyte antigen CD6 (substance)||||C0054967|SNOMEDCT|||
T12|Message structure -T12|C1549876|||C1549876|MTH|||
T12|T-Cell Differentiation Antigen CD6|C0054967;C1413232|||C0054967|NCI|||
T12|T-cell lineage 12|C0054967|||C0054967|SNOMEDCT|||
T12|T12|C0054967;C1179696;C1549876|||C0054967;C1179696;C1549876|FMA;HL7V2.5;NCI;UWDA|||
T12|T12 - T-cell lineage 12|C0054967|||C0054967|SNOMEDCT|||
T12|T12 Thoracic segmental innervation|C1179696|||C1179696|MTH|||
T12|TP120|C0054967;C1413232;C2347264|||C0054967|NCI|||
T12|thoracic (level) 12||1|1.000|||||
T12|transkarbam 12|C1505043|||C1505043|MSH|||
T12|twelfth thoracic (T12) nerve||||C1179696|CHV|||
T12|twelfth thoracic vertebra|C0459957|||C0459957|FMA;SNOMEDCT;UWDA|||
TAH|Abdominal panhysterectomy|C0404079|||C0404079|SNOMEDCT|||
TAH|Bonney operation hysterectomy|C0404079|||C0404079|SNOMEDCT|||
TAH|Richardson operation hysterectomy|C0404079|||C0404079|SNOMEDCT|||
TAH|TAH - Total abdominal hysterectomy|C0404079|||C0404079|SNOMEDCT|||
TAH|Total Abdominal Hysterectomy|C0404079|||C0404079|NCI|||
TAH|Total abdominal hysterectomy|C0404079|||C0404079|CCS;ICD9CM;MTH;SNOMEDCT|||
TAH|Total abdominal hysterectomy (procedure)||||C0404079|SNOMEDCT|||
TAH|Total abdominal hysterectomy, NOS|C0404079|||C0404079|SNOMEDCT|||
TAH|Total hysterectomy without removal of tube or ovary||||C0404079|SNOMEDCT|||
TAH|abdominal hysterectomy total|C0404079|||C0404079|CHV|||
TAH|abdominal hysterectomys total||||C0404079|CHV|||
TAH|tah|C0404079|||C0404079|CHV|||
TAH|total abdominal hysterectomy|C0404079|1|1.000|C0404079|CCS;CHV;ICD9CM;MTH;NCI;SNOMEDCT|1|0.2578|1
TAH|total artificial heart|C0182433|||C0182433|CHV;CSP|1|0.7422|1
TBI|BRAIN INJ TRAUMATIC||||C0876926|MSH|||
TBI|Brain Injuries, Traumatic|C0876926|||C0876926|MSH|||
TBI|Brain Injury, Traumatic|C0876926|||C0876926|MSH|||
TBI|Brain Trauma|C0876926|||C0876926|MSH|||
TBI|Brain Traumas|C0876926|||C0876926|MSH|||
TBI|Brain damage - traumatic||||C0876926|SNOMEDCT|||
TBI|Brain damage - traumatic (disorder)||||C0876926|SNOMEDCT|||
TBI|ENCEPH TRAUMATIC||||C0876926|MSH|||
TBI|Encephalopathies, Traumatic|C0876926|||C0876926|MSH|||
TBI|Encephalopathy, Traumatic|C0236959;C0876926|||C0876926|MSH|||
TBI|INJ BRAIN TRAUMATIC||||C0876926|MSH|||
TBI|Injuries, Traumatic Brain|C0876926|||C0876926|MSH|||
TBI|Injury, Brain, Traumatic|C0876926|||C0876926|MSH|||
TBI|Injury, Traumatic Brain|C0876926|||C0876926|MSH|||
TBI|TBI|C0876926|||C0876926|MEDLINEPLUS|||
TBI|TBI (Traumatic Brain Injury)||||C0876926|MSH|||
TBI|TBI (traumatic brain injury)||||C0876926|CSP|||
TBI|TBIs (Traumatic Brain Injury)||||C0876926|MSH|||
TBI|TRAUMATIC BRAIN INJ||||C0876926|MSH|||
TBI|TRAUMATIC ENCEPH||||C0876926|MSH|||
TBI|TSH binding inhibition||||||1|0.002|
TBI|Trauma, Brain|C0876926|||C0876926|MSH|||
TBI|Traumas, Brain|C0876926|||C0876926|MSH|||
TBI|Traumatic Brain Injuries|C0876926|||C0876926|MSH|||
TBI|Traumatic Brain Injury|C0876926|||C0876926|MEDLINEPLUS;MSH;MTH|||
TBI|Traumatic Encephalopathies|C0876926|||C0876926|MSH|||
TBI|Traumatic Encephalopathy|C0236959;C0876926|||C0876926|MSH;NCI|||
TBI|Traumatic brain injury|C0876926|||C0876926|LNC;SNOMEDCT|1|0.6371|
TBI|Traumatic brain injury (disorder)||||C0876926|SNOMEDCT|||
TBI|Traumatic encephalopathy|C0236959;C0876926|||C0876926|SNOMEDCT|||
TBI|Traumatic encephalopathy (disorder)||||C0876926|SNOMEDCT|||
TBI|Traumatic encephalopathy (disorder) [Ambiguous]||||C0876926|SNOMEDCT|||
TBI|brain injured||||||1|0.0068|
TBI|brain injuries traumatic||||C0876926|CHV|||
TBI|brain injury traumatic||||C0876926|CHV|||
TBI|brain trauma|C0876926|||C0876926|CHV;CSP|||
TBI|brain traumas|C0876926|||C0876926|CHV|||
TBI|thrombotic brain infarction||||||||1
TBI|thyroxine-binding index|C1441288|||||||1
TBI|tick-borne illness||||||||1
TBI|toe-brachial index|C2116889|||C2116889|MSH|||
TBI|tooth-brushing instruction||||||||1
TBI|total body irradiation|C0043162|1|0.958|C0043162|CHV;MSH;NCI;SNOMEDCT|1|0.3469|1
TBI|tracheobronchial injury||||||||1
TBI|traumatic brain damage|C0876926|||C0876926|CHV|||
TBI|traumatic brain injuries|C0876926|||C0876926|CHV|||
TBI|traumatic brain injury|C0876926|1|0.042|C0876926|CHV;LNC;MEDLINEPLUS;MSH;MTH;SNOMEDCT|||1
TBI|traumatic brain-injured||||||1|0.0034|
TBI|traumatic encephalopathy|C0236959;C0876926|||C0876926|CHV|||
TBI|traumatically brain-injured||||||1|0.0037|
TBI|tumor burden index||||||||1
TB|1,2,3-Propanetriyl Butanoate||||C0077025|NCI;PDQ|||
TB|1,2,3-Tributyrylglycerol||||C0077025|NCI;PDQ|||
TB|Butanoic Acid 1,2,3-Propanetriyl Ester||||C0077025|NCI;PDQ|||
TB|Butanoic Acid, 1,2,3-Propanetriyl Ester||||C0077025|NCI|||
TB|Butyryl Triglyceride|C0077025|||C0077025|NCI;PDQ|||
TB|Disease, Koch's|C0041296|||C0041296|MSH|||
TB|Disease, Kochs|C0041296|||C0041296|MSH|||
TB|Glyceryl Tributyrate|C0077025|||C0077025|NCI;PDQ|||
TB|Glyceryl tributyrate|C0077025|||C0077025|NCI|||
TB|INFECTION TBC|C0041296|||C0041296|CST|||
TB|INFECTION TUBERCULOSIS|C0041296|||C0041296|CST|||
TB|Infection due to Mycobacterium tuberculosis|C0041296|||C0041296|SNOMEDCT|||
TB|Infection due to Mycobacterium tuberculosis (disorder)||||C0041296|SNOMEDCT|||
TB|Koch Disease|C0041296|||C0041296|MSH|||
TB|Koch's Disease|C0041296|||C0041296|MSH;NDFRT|||
TB|Kochs Disease|C0041296|||C0041296|MSH;NDFRT|||
TB|MTB - Mycobacterium tuberculosis infection||||C0041296|SNOMEDCT|||
TB|Mycobacterium tuberculosis infection||||C0041296|SNOMEDCT|||
TB|TB||||C0041296;C0077025;C0332289;C1704474|CHV;MEDLINEPLUS;NCI;PDQ;SNOMEDCT|||
TB|TB - Tuberculosis|C0041296|||C0041296|SNOMEDCT|||
TB|TBC||||C0041296|CHV|||
TB|TRIBUTYRIN|C0077025|||C0077025|NCI|||
TB|TUBE|C0175730;C1547937;C1561954;C1704730;C1704731|||C1704474|NCI|||
TB|TUBERCULOSIS|C0041296|||C0041296|COSTAR;DXP;ICD9CM|||
TB|Tapes for the Blind||||||||1
TB|Thoroughbred||||||1|0.0041|
TB|Transmitted by|C0332289|||C0332289|MTH;SNOMEDCT|||
TB|Transmitted by (attribute)||||C0332289|SNOMEDCT|||
TB|Tributyrin|C0077025|||C0077025|NCI|||
TB|Tris-borate||||||1|0.0024|
TB|Trypanosoma brucei|C0041217|||||1|0.0022|
TB|Tube|C0175730;C1547937;C1561954;C1704730;C1704731|||C1704474|NCI;SNOMEDCT|||
TB|Tube (qualifier value)||||C1704474|SNOMEDCT|||
TB|Tube - unit dose|C1704474|||C1704474|MTH|||
TB|Tube - unit of product usage|C1704474|||C1704474|SNOMEDCT|||
TB|Tube - unit of product usage (qualifier value)||||C1704474|SNOMEDCT|||
TB|Tube Dosing Unit|C1704474|||C1704474|NCI|||
TB|Tuberculoses|C0041296|||C0041296|MSH|||
TB|Tuberculosis|C0041296|||C0041296|CCS;LCH;LNC;MEDLINEPLUS;MSH;MTH;NCI;NDFRT;SNOMEDCT|||
TB|Tuberculosis (disorder)||||C0041296|SNOMEDCT|||
TB|Tuberculosis NOS|C0041296|||C0041296|SNOMEDCT|||
TB|Tuberculosis NOS (disorder)||||C0041296|SNOMEDCT|||
TB|Tuberculosis [Disease/Finding]||||C0041296|NDFRT|||
TB|Tuberculosis, NOS|C0041296|||C0041296|SNOMEDCT|||
TB|Tuberculous|C0041296|||C0041296|SNOMEDCT|||
TB|Tuberculous (disorder)||||C0041296|SNOMEDCT|||
TB|Tuberculous (qualifier value)||||C0041296|SNOMEDCT|||
TB|Tubes|C0175730;C1547937;C1704474|||C1704474|SNOMEDCT|||
TB|anti-tuberculosis||||||1|0.0032|
TB|biologic half-life||||||||1
TB|body temperature|C0005903|||||1|0.0829|
TB|butanoic acid, 1,2,3- propanetriyl ester||||C0077025|MSH|||
TB|glyceryl tributyrate|C0077025|||C0077025|MSH|||
TB|infection tuberculosis|C0041296|||C0041296|CHV|||
TB|terbium|C0039541|||||1|0.0034|
TB|term birth|C0233324|||||||1
TB|terminal bronchiole|C0225666;C1269572;C1280599|||||||1
TB|terrible burning||||||||1
TB|testosterone buciclate|C0164583|||||1|0.0022|
TB|theobromine|C0039763|||||1|0.0071|
TB|thiabendazole|C0039832|||||1|0.0022|
TB|thiobenzamide|C0076443|||||1|0.0029|
TB|thought broadcasting|C0233688|||||||1
TB|thromboxane B||||||||1
TB|thymol blue|C0076605|||||||1
TB|tissue basophils|C0024880|||||1|0.0022|
TB|tolbutamide|C0040374|||||1|0.0029|
TB|toluidine blue|C0040380|||||1|0.009|1
TB|toothbrush|C0040461;C0183975|||||||1
TB|total base||||||||1
TB|total bilirubin|C0005437;C0201913;C0368753|||||1|0.008|
TB|total body|C0229960|||||1|0.0115|1
TB|total bound||||||||1
TB|tracheal bronchial||||||||1
TB|tracheobronchial|C0450123|||||1|0.0056|
TB|tracheobronchitis|C0040586|||||||1
TB|transmit|C0332289|||C0332289|CHV|||
TB|transmits|C0332289|||C0332289|CHV|||
TB|transmitted|C0242781;C0332289;C1521797|||C0332289|CHV|||
TB|transmitted by|C0332289|||C0332289|CHV|||
TB|transmitting|C0332289|||C0332289|CHV|||
TB|trapezoid body|C0152379;C1289448|||||1|0.0032|1
TB|tributyrin|C0077025|||C0077025|MSH;MTH;NCI;PDQ|1|0.0022|
TB|tributyrylglycerol|C0077025|||C0077025|MSH|||
TB|triceps brachii|C0559502;C1279040|||||1|0.0102|
TB|trypan blue|C0041213|||||1|0.0112|
TB|tub bath||||||||1
TB|tubercle bacillus||||||||1
TB|tuberculin|C0034131;C0041289;C1532464|||C0034131;C0041289;C1532464|CHV;LCH;LNC;MSH;MTH;NCI;NDFRT;RXNORM;SNOMEDCT|||1
TB|tuberculosis|C0041296|1|1.000|C0041296|AOD;CCS;CHV;COSTAR;CSP;DXP;ICD9CM;LCH;LNC;MEDLINEPLUS;MSH;MTH;NCI;NDFRT;SNOMEDCT|1|0.7942|1
TB|tuberculosis (TB)|C0041296|||C0041296|CHV|||
TB|tuberculosis infection|C0041296|||C0041296|CHV|||
TB|tuberculous|C0041296|||C0041296|CHV|1|0.0088|
TB|tumor bearing||||||||1
TB|tumor-bearing||||||1|0.0183|
TEDS|thromboembolic disease stockings||1|1.000|||||1
TEDS|transesophageal echo-Doppler system||||||||1
TEDS|treatment episode data set||||||||1
TEE|ECHOCARDIOGR TRANSESOPHAGEAL||||C0206054|MSH|||
TEE|Echocardiography, Transesophageal|C0206054|||C0206054|MSH;MTH|||
TEE|TEE|C1710361|||C0206054;C1710361|MSH;NCI|||
TEE|TEE procedure|C0206054|||C0206054|SNOMEDCT|||
TEE|TOE - Transesophageal echocardiography|C0206054|||C0206054|SNOMEDCT|||
TEE|TOE - Transoesophageal echocardiography|C0206054|||C0206054|SNOMEDCT|||
TEE|Tee Device Component|C1710361|||C1710361|MTH;NCI|||
TEE|Transesophageal Echocardiography|C0206054|||C0206054|MSH;NCI|||
TEE|Transesophageal echocardiogram|C0206054|||C0206054|SNOMEDCT|||
TEE|Transesophageal echocardiography|C0206054|||C0206054|MTHICD9;SNOMEDCT|||
TEE|Transesophageal echocardiography (procedure)||||C0206054|SNOMEDCT|||
TEE|Transesophogeal Echocardiogram Device|C1710361|||C1710361|NCI|||
TEE|Transoesophageal echocardiogram|C0206054|||C0206054|SNOMEDCT|||
TEE|Transoesophageal echocardiography|C0206054|||C0206054|SNOMEDCT|||
TEE|Transoesophageal echocardiography (procedure)||||C0206054|SNOMEDCT|||
TEE|echocardiograms transesophageal||||C0206054|CHV|||
TEE|thermal effect of exercise||||||||1
TEE|total energy expended||||||||1
TEE|total energy expenditure|C0429629|||||1|0.142|
TEE|transesophageal echocardiogram|C0206054|||C0206054|CHV|1|0.0157|1
TEE|transesophageal echocardiograph||1|1.000|||||1
TEE|transesophageal echocardiographic||||||1|0.0377|
TEE|transesophageal echocardiography|C0206054|||C0206054|CHV;MSH;MTHICD9;NCI;SNOMEDCT|1|0.7964|1
TEE|transesophageal echography||||||1|0.0082|
TEE|transnasal endoscopic ethmoidectomy||||||||1
TEE|tyrosine ethyl ester||||||||1
TENS|Antibiotic necrolysis||||C0014518|SNOMEDCT|||
TENS|EPIDERMAL NECROLYSIS TOX||||C0014518|MSH|||
TENS|EPIDERMOLYSIS, ACUTE TOXIC|C0014518|||C0014518|DXP|||
TENS|Electric Stimulation, Transcutaneous|C0040654|||C0040654|MSH|||
TENS|Electrical Stimulation, Transcutaneous|C0040654|||C0040654|MSH|||
TENS|Electrostimulation, Transdermal|C0040654|||C0040654|MSH|||
TENS|Epidermal Necrolyses, Toxic|C0014518|||C0014518|MSH|||
TENS|Epidermal Necrolysis, Toxic|C0014518|||C0014518|MSH;NDFRT|||
TENS|Epidermal Necrolysis, Toxic [Disease/Finding]||||C0014518|NDFRT|||
TENS|LYELL SYNDROME|C0014518|||C0014518|DXP|||
TENS|LYELL'S SYNDROME|C0014518|||C0014518|CST|||
TENS|Leyell's syndrome||||C0014518|SNOMEDCT|||
TENS|Lyell Syndrome|C0014518|||C0014518|MSH;NCI|||
TENS|Lyell toxic epidermal necrolysis, subepidermal type|C0014518|||C0014518|SNOMEDCT|||
TENS|Lyell's Syndrome|C0014518|||C0014518|MSH;NDFRT|||
TENS|Lyell's syndrome|C0014518|||C0014518|CSP;MTHICD9;SNOMEDCT|||
TENS|Lyell's toxic epidermal necrolysis, subepidermal type|C0014518|||C0014518|SNOMEDCT|||
TENS|Lyell's toxic epidermal necrolysis, subepidermal type (disorder)||||C0014518|SNOMEDCT|||
TENS|Lyells Syndrome|C0014518|||C0014518|MSH|||
TENS|NECROLYSIS, TOXIC EPIDERMAL|C0014518|||C0014518|DXP|||
TENS|NONSTAPH SCALDED SKIN SYNDROME||||C0014518|MSH|||
TENS|Necrolyses, Toxic Epidermal|C0014518|||C0014518|MSH|||
TENS|Necrolysis - toxic||||C0014518|SNOMEDCT|||
TENS|Necrolysis, Toxic Epidermal|C0014518|||C0014518|MSH|||
TENS|Nerve Stimulation, Transcutaneous|C0040654|||C0040654|MSH|||
TENS|Nonstaphylococcal Scalded Skin Syndrome|C0014518|||C0014518|MSH;NDFRT|||
TENS|Percutaneous Electric Nerve Stimulation|C0040654|||C0040654|MSH|||
TENS|Percutaneous Electrical Nerve Stimulation|C0040654|||C0040654|MSH|||
TENS|SCALDED SKIN SYNDROME NONSTAPH||||C0014518|MSH|||
TENS|SYNDROME LYELL'S||||C0014518|CST|||
TENS|Scalded Skin Syndrome, Nonstaphylococcal|C0014518|||C0014518|MSH;NDFRT|||
TENS|Stimulation, Transcutaneous Electric|C0040654|||C0040654|MSH|||
TENS|Stimulation, Transcutaneous Electrical|C0040654|||C0040654|MSH|||
TENS|Stimulation, Transcutaneous Nerve|C0040654|||C0040654|MSH|||
TENS|Syndrome, Lyell's|C0014518|||C0014518|MSH|||
TENS|TCNS - Transcutaneous nerve stimulation|C0040654|||C0040654|SNOMEDCT|||
TENS|TEN|C0014518;C0205456|||C0014518|NCI|||
TENS|TEN - Toxic epidermal necrolysis|C0014518|||C0014518|SNOMEDCT|||
TENS|TENS||||C0014518;C0040654|DXP;MSH;NCI|||
TENS|TENS - Transcutaneous electrical nerve stimulation|C0040654|||C0040654|SNOMEDCT|||
TENS|TNS - Transcutaneous nerve stimulation|C0040654|||C0040654|SNOMEDCT|||
TENS|TOX EPIDERMAL NECROLYSIS||||C0014518|MSH|||
TENS|TOXIC EPIDEONEAL NECROLYSIS|C0014518|||C0014518|CST|||
TENS|Toxic Epidermal Necrolyses|C0014518|||C0014518|MSH|||
TENS|Toxic Epidermal Necrolysis|C0014518|||C0014518|COSTAR;MSH;MTH;NCI;NDFRT|||
TENS|Toxic epidermal necrolysis|C0014518|||C0014518|ICD9CM;LCH;NCI;SNOMEDCT|||
TENS|Toxic epidrml necrolysis||||C0014518|ICD9CM|||
TENS|Toxic necrolysis||||C0014518|SNOMEDCT|||
TENS|Transcutaneous Electric Nerve Stimulation|C0040654|||C0040654|MSH;MTH|||
TENS|Transcutaneous Electric Stimulation|C0040654|||C0040654|MSH|||
TENS|Transcutaneous Electrical Nerve Stimulation|C0040654|||C0040654|MSH;NCI|||
TENS|Transcutaneous Electrical Nerve Stimulation (TENS)|C0040654|||C0040654|SNOMEDCT|||
TENS|Transcutaneous Electrical Stimulation|C0040654|||C0040654|MSH|||
TENS|Transcutaneous Nerve Stimulation|C0040654|||C0040654|MSH|||
TENS|Transcutaneous electrical nerve stimulation|C0040654|||C0040654|SNOMEDCT|||
TENS|Transcutaneous electrical nerve stimulation (procedure)||||C0040654|SNOMEDCT|||
TENS|Transcutaneous electrical nerve stimulation (regime/therapy)||||C0040654|SNOMEDCT|||
TENS|Transcutaneous electrical neural stimulation|C0040654|||C0040654|LNC|||
TENS|Transcutaneous nerve stimulation therapy|C0040654|||C0040654|SNOMEDCT|||
TENS|Transdermal Electrostimulation|C0040654|||C0040654|MSH|||
TENS|lyell|C0014518|||C0014518|CHV|||
TENS|lyell syndrome|C0014518|||C0014518|CHV|||
TENS|lyell's syndrome|C0014518|||C0014518|CHV|||
TENS|lyells|C0014518|||C0014518|CHV|||
TENS|lyells syndrome|C0014518|||C0014518|CHV|||
TENS|tens||||C0040654|CHV|||
TENS|toxic epidermal necrolyses|C0014518|||C0014518|CHV|||
TENS|toxic epidermal necrolysis|C0014518|||C0014518|CHV|||
TENS|transcutaneous electric nerve stimulation|C0040654|||C0040654|MSH;MTH;NCI|||
TENS|transcutaneous electrical nerve stimulation|C0040654|||C0040654|MSH;NCI;SNOMEDCT|1|1|
TENS|transcutaneous electrical nerve stimulation (TENS)|C0040654|||C0040654|CHV|||
TENS|transcutaneous electrical nerve stimulator|C0491576|||C0491576|SNOMEDCT|||
TENS|transcutaneous electrical neuromuscular stimulation||||||||1
TENS|transcutaneous electrical neuromuscular stimulator||1|1.000|||||1
TENS|transcutaneous nerve stimulation|C0040654|||C0040654|CHV|||
TENS|transdermal electrostimulation|C0040654|||C0040654|CHV|||
THC|(-)-.DELTA.9-Tetrahydrocannabinol|C0039663|||C0039663|NCI|||
THC|6H-Dibenzo(b,d)pyran-1-ol, 6a,7,8,10a-tetrahydro-6,6,9-trimethyl-3-pentyl-, (6aR-trans)-||||C0039663|MSH;NDFRT|||
THC|9 ene Tetrahydrocannabinol|C0039663|||C0039663|MSH|||
THC|9-ene-Tetrahydrocannabinol|C0039663|||C0039663|MSH;NDFRT|||
THC|DELTA THC 09||||C0039663|MSH|||
THC|DRONABINOL|C0039663|||C0039663|MTHSPL;NCI;NDFRT;VANDF|||
THC|Delta 9-Tetrahydrocannabinol|C0039663|||C0039663|NCI|||
THC|Dronabinol|C0039663|||C0039663|MSH;MTHSPL;NCI;NDFRT;SNOMEDCT;USPMG|||
THC|Dronabinol (product)||||C0039663|SNOMEDCT|||
THC|Dronabinol (substance)||||C0039663|SNOMEDCT|||
THC|IMD2|C0043194;C0258432;C1705616|||C1705616|NCI|||
THC|Synthetic delta-9-Tetrahydrocannabinol|C0039663|||C0039663|SNOMEDCT|||
THC|THC|C0039663;C1705616;C1839163|||C0039663;C1705616;C1839163|AOD;CHV;CSP;MSH;NCI;NDFRT;OMIM;PDQ|||
THC|THC1|C1839163|||C1839163|OMIM|||
THC|THROMBOCYTOPENIA 1|C1839163|||C1839163|OMIM|||
THC|THROMBOCYTOPENIA 1 (disorder)|C1839163|||C1839163|MTH|||
THC|THROMBOCYTOPENIA, X-LINKED|C1839163|||C1839163|OMIM|||
THC|THROMBOCYTOPENIA, X-LINKED, 1|C1839163;C2678137|||C1839163|OMIM|||
THC|Tetrahydrocannabinol|C0039663|||C0039663|LCH;LNC;MSH;MTH;NCI;NDFRT;RXNORM;SNOMEDCT|||
THC|Tetrahydrocannabinol (substance)||||C0039663|SNOMEDCT|||
THC|Tetrahydrocannabinol [Chemical/Ingredient]||||C0039663|NDFRT|||
THC|WAS wt Allele|C1705616|||C1705616|MTH;NCI|||
THC|WASP|C0043041|||C1705616|NCI|||
THC|Wiskott-Aldrich Syndrome (Eczema-Thrombocytopenia) wt Allele||||C1705616|NCI|||
THC|Wiskott-Aldrich syndrome Gene|C1705616|||C1705616|NCI|||
THC|XLT|C1839163|||C1839163|OMIM|||
THC|delta 1-tetrahydrocannabinol||||||1|0.0102|
THC|delta 9-tetrahydrocannabinol|C0039663|||C0039663|PDQ|1|0.6655|
THC|delta(1)-THC||||C0039663|MSH;NDFRT|||
THC|delta(1)-Tetrahydrocannabinol||||C0039663|MSH;NDFRT|||
THC|delta(9)-THC||||C0039663|MSH;NDFRT|||
THC|delta(9)-Tetrahydrocannabinol|C0039663|||C0039663|MSH;NDFRT|||
THC|delta-9-Tetrahydrocannabinol|C0039663|||C0039663|SNOMEDCT|||
THC|delta-9-Tetrahydrocannabinol (substance)||||C0039663|SNOMEDCT|||
THC|delta-9-tetrahydrocannabinol|C0039663|||C0039663|AOD;CHV;PDQ|||
THC|delta9-tetrahydrocannabinol||||||1|0.1576|
THC|dronabinol|C0039663|||C0039663|CHV;MTHSPL;NCI;PDQ|||
THC|tetrahydrocannabinol|C0039663|1|1.000|C0039663|AOD;CHV;CSP;LCH;LNC;MSH;MTH;NCI;NDFRT;PDQ;RXNORM;SNOMEDCT|1|0.1247|1
THC|tetrahydrocannabinol (THC)|C0039663|||C0039663|CHV|||
THC|tetrahydrocortisol|C0039664|||||||1
THC|tetrahydrocortisone|C0039665|||||||1
THC|tetrahydrocurcumin|C0382876|||C0382876|MSH|1|0.0113|
THC|thigh circumference||||||||1
THC|thiocarbanidin|C2699929|||||||1
THC|total haemocyte count||||||1|0.0204|
THC|total hydrocarbon||||||1|0.0102|
THC|transhepatic cholangiogram||||||||1
THC|transhepatic cholangiograph||||||||1
THC|transhepatic cholangiography||||||||1
THC|transplantable hepatocellular carcinoma||||||||1
TIA|ATTACK, TRANSIENT ISCHEMIC|C0007787|||C0007787|NCI|||
TIA|Attack, Transient Ischemic|C0007787|||C0007787|MSH|||
TIA|Attacks, Transient Ischemic|C0007787|||C0007787|MSH|||
TIA|Brain TIA|C0007787|||C0007787|MSH;NDFRT|||
TIA|CEREBRAL ISCHEMIA, TRANSIENT|C0007787;C0917805|||C0917805|DXP|||
TIA|CEREBRAL ISCHEMIA, TRANSITORY|C0917805|||C0917805|DXP|||
TIA|Cerebral Ischemia, Transient|C0007787;C0917805|||C0917805|MSH|||
TIA|Cerebral Ischemias, Transient|C0917805|||C0917805|MSH|||
TIA|ISCHEMIC ATTACK, TRANSIENT|C0007787|||C0007787|NCI|||
TIA|Ischemia, Transient Cerebral|C0007787;C0917805|||C0917805|MSH|||
TIA|Ischemias, Transient Cerebral|C0917805|||C0917805|MSH|||
TIA|Ischemic Attack, Transient|C0007787|||C0007787|MSH;NDFRT|||
TIA|Ischemic Attack, Transient [Disease/Finding]||||C0007787|NDFRT|||
TIA|Ischemic Attacks, Transient|C0007787|||C0007787|MSH|||
TIA|Polynesian arrowroot|C1054154|||C1054154|NCBI|||
TIA|STROKE, TEMPORARY|C0007787|||C0007787|DXP|||
TIA|T-cell-restricted intracellular antigen||||||||1
TIA|TIA|C0007787;C0917805;C1054154|||C0007787;C0917805|AOD;CHV;CSP;CST;DXP;MEDLINEPLUS;MTHICD9;NCI;SNOMEDCT|||
TIA|TIA (Transient Ischemic Attack)|C0007787|||C0007787|MSH;NDFRT|||
TIA|TIA - Transient ischaemic attack|C0007787|||C0007787|SNOMEDCT|||
TIA|TIA, Brain|C0007787|||C0007787|MSH|||
TIA|TIAs (Transient Ischemic Attack)||||C0007787|MSH|||
TIA|TRANSIENT ISCHEMIC ATTACK|C0007787|||C0007787|COSTAR;MTH;NCI|||
